Game,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Mugen Souls,2012,Role-Playing,Nippon Ichi Software,0.04,0.02,0.08,0.01,0.15
Mugen Souls Z,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
Muppets Party Cruise,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06
Murakumo: Renegade Mech Pursuit,2002,Shooter,From Software,0.04,0.01,0.06,0.0,0.11
Muramasa: The Demon Blade,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6
Murdered: Soul Suspect,2014,Action,Square Enix,0.16999999999999998,0.28,0.02,0.060000000000000005,0.53
Musashi: Samurai Legend,2005,Role-Playing,Atari,0.07,0.06,0.0,0.02,0.15
Mushroom Men: Rise of the Fungi,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
Mushroom Men: The Spore Wars,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18
My Japanese Coach,2008,Misc,Ubisoft,0.24,0.0,0.0,0.02,0.27
My Street,2003,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
My Weight Loss Coach,2008,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95
My Word Coach,2007,Misc,Ubisoft,0.37,0.89,0.0,0.18,1.44
MySims,2007,Simulation,Electronic Arts,2.48,2.13,0.12,0.58,5.3100000000000005
MySims,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
MySims Agents,2009,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03
MySims Kingdom,2008,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51
MySims Racing,2009,Racing,Electronic Arts,0.44,0.52,0.0,0.12000000000000001,1.08
MySims SkyHeroes,2010,Action,Electronic Arts,0.25,0.1,0.0,0.04,0.39
Myst,2006,Adventure,Midway Games,0.0,0.01,0.0,0.0,0.01
Myst,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
Myst III: Exile,2002,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28
Mystery Case Files: The Malgrave Incident,2011,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32
Mystery Dungeon: Shiren the Wanderer,2006,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52
Mystic Heroes,2002,Action,Tecmo Koei,0.06,0.03,0.04,0.01,0.15
Mytran Wars,2009,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12
N+,2007,Platform,Atari,0.09,0.0,0.0,0.0,0.1
NARC,2005,Shooter,Midway Games,0.32,0.18000000000000002,0.0,0.060000000000000005,0.54
NASCAR,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1
NASCAR '14,2014,Racing,Deep Silver,0.24,0.0,0.0,0.04,0.28
NASCAR 06: Total Team Control,2005,Racing,Electronic Arts,0.73,0.08,0.0,0.09999999999999999,0.9
NASCAR 07,2006,Racing,Electronic Arts,0.09,0.05,0.0,0.01,0.15
NASCAR 08,2007,Racing,Electronic Arts,0.53,0.14,0.0,0.08,0.76
NASCAR 09,2008,Racing,Electronic Arts,0.45,0.01,0.0,0.04,0.5
NASCAR 2001,2000,Racing,Electronic Arts,0.79,0.5800000000000001,0.0,0.14,1.51
NASCAR 2005: Chase for the Cup,2004,Racing,Electronic Arts,0.69,0.54,0.0,0.18,1.41
NASCAR 2011: The Game,2011,Racing,Activision,0.75,0.0,0.0,0.05,0.79
NASCAR Heat Evolution,2016,Racing,Dusenberry Martin Racing,0.04,0.0,0.0,0.01,0.05
NASCAR Kart Racing,2009,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.42
NASCAR The Game: Inside Line,2012,Racing,Activision,0.16,0.0,0.0,0.02,0.18
NASCAR Thunder 2002,2001,Racing,Electronic Arts,0.7999999999999999,0.6,0.0,0.18,1.5799999999999998
NASCAR Thunder 2003,2002,Racing,Electronic Arts,0.24,0.06,0.0,0.01,0.31
NASCAR Thunder 2004,2003,Racing,Electronic Arts,0.71,0.45999999999999996,0.0,0.15000000000000002,1.31
NASCAR: Dirt to Daytona,2002,Racing,Infogrames,0.07,0.02,0.0,0.0,0.09
NBA,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21
NBA 06,2005,Sports,Sony Computer Entertainment,0.46,0.2,0.0,0.09000000000000001,0.75
NBA 07,2006,Sports,Sony Computer Entertainment,0.43,0.01,0.01,0.04,0.49000000000000005
NBA 08,2007,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16
NBA 09: The Inside,2008,Sports,Sony Computer Entertainment,0.30000000000000004,0.0,0.0,0.02,0.32
NBA 10: The Inside,2009,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08
NBA 2K10,2009,Sports,Take-Two Interactive,1.63,0.03,0.01,0.15000000000000002,1.81
NBA 2K11,2010,Action,Take-Two Interactive,3.43,0.32,0.04,0.3,4.08
NBA 2K12,2011,Sports,Take-Two Interactive,4.0200000000000005,0.45,0.060000000000000005,0.36,4.89
NBA 2K13,2012,Sports,Take-Two Interactive,4.4,0.6900000000000001,0.060000000000000005,0.47000000000000003,5.63
NBA 2K14,2013,Sports,Take-Two Interactive,5.13,0.92,0.05,0.87,6.99
NBA 2K15,2014,Sports,Take-Two Interactive,2.84,0.72,0.01,0.61,4.17
NBA 2K16,2015,Sports,Take-Two Interactive,4.44,0.81,0.03,0.9299999999999999,6.22
NBA 2K17,2016,Sports,Take-Two Interactive,2.11,0.34,0.02,0.45,2.9099999999999997
NBA 2K2,2002,Sports,Sega,0.83,0.52,0.01,0.16,1.54
NBA 2K3,2002,Sports,Sega,0.75,0.47000000000000003,0.0,0.14,1.37
NBA 2K6,2005,Action,Take-Two Interactive,0.91,0.43000000000000005,0.0,0.14,1.47
NBA 2K7,2006,Sports,Take-Two Interactive,1.5,0.07,0.0,0.18,1.76
NBA 2K8,2007,Sports,Take-Two Interactive,1.79,0.03,0.0,0.2,2.0
NBA 2K9,2008,Sports,Take-Two Interactive,1.56,0.16,0.0,0.16,1.88
NBA Ballers,2004,Sports,Midway Games,1.1800000000000002,0.74,0.0,0.22999999999999998,2.17
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.29000000000000004,0.0,0.0,0.02,0.33
NBA Ballers: Phenom,2006,Sports,Midway Games,0.23,0.18,0.0,0.06,0.47
NBA Ballers: Rebound,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1
NBA Courtside 2002,2002,Sports,Nintendo,0.19,0.05,0.0,0.01,0.25
NBA Inside Drive 2003,2002,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31
NBA Inside Drive 2004,2003,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17
NBA Jam,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14
NBA Jam,2010,Sports,Electronic Arts,0.85,0.22999999999999998,0.0,0.11,1.1800000000000002
NBA Live 06,2005,Sports,Electronic Arts,1.23,0.04,0.0,0.08,1.35
NBA Live 07,2006,Sports,Electronic Arts,2.0,0.05,0.02,0.25,2.33
NBA Live 08,2007,Sports,Electronic Arts,2.04,0.04,0.02,0.22,2.34
NBA Live 09,2008,Sports,Electronic Arts,0.96,0.14,0.02,0.11000000000000001,1.23
NBA Live 09 All-Play,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22
NBA Live 10,2009,Sports,Electronic Arts,1.07,0.04,0.02,0.1,1.23
NBA Live 14,2013,Sports,Electronic Arts,0.31,0.07,0.0,0.06,0.44
NBA Live 15,2014,Sports,Electronic Arts,0.33,0.06,0.0,0.06,0.44
NBA Live 16,2015,Sports,Electronic Arts,0.19,0.05,0.0,0.04,0.29
NBA Live 2001,2000,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25
NBA Live 2002,2001,Sports,Electronic Arts,1.55,0.9299999999999999,0.0,0.29,2.7800000000000002
NBA Live 2003,2002,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
NBA Live 2004,2003,Sports,Electronic Arts,2.22,0.27,0.0,0.30000000000000004,2.8099999999999996
NBA Live 2005,2004,Sports,Electronic Arts,3.19,0.35,0.0,0.39999999999999997,3.94
NBA ShootOut 2003,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
NBA ShootOut 2004,2003,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
NBA Starting Five,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02
NBA Street,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79
NBA Street,2002,Sports,Electronic Arts,0.33,0.09,0.0,0.01,0.42
NBA Street Homecourt,2007,Sports,Electronic Arts,0.5700000000000001,0.02,0.0,0.06,0.65
NBA Street V3,2005,Sports,Electronic Arts,1.03,0.5,0.0,0.16,1.67
NBA Street Vol. 2,2003,Sports,Electronic Arts,2.31,0.24000000000000002,0.0,0.08,2.63
NBA Street: Showdown,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
NCAA Basketball 09,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
NCAA Basketball 10,2009,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33
NCAA College Basketball 2K3,2002,Sports,Sega,0.22999999999999998,0.12,0.0,0.04,0.38
NCAA Final Four 2002,2001,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
NCAA Final Four 2003,2002,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19
NCAA Football 06,2005,Sports,Electronic Arts,2.26,0.26,0.0,0.28,2.81
NCAA Football 07,2006,Sports,Electronic Arts,2.84,0.16999999999999998,0.0,0.33,3.36
NCAA Football 08,2007,Sports,Electronic Arts,1.71,0.05,0.0,0.19,1.95
NCAA Football 09,2008,Sports,Electronic Arts,1.19,0.0,0.0,0.09,1.29
NCAA Football 09 All-Play,2008,Sports,Electronic Arts,0.15,0.0,0.0,0.01,0.16
NCAA Football 10,2009,Sports,Electronic Arts,1.62,0.0,0.0,0.13,1.75
NCAA Football 11,2010,Sports,Electronic Arts,1.65,0.0,0.0,0.12,1.77
NCAA Football 12,2011,Sports,Electronic Arts,1.72,0.0,0.0,0.11,1.8199999999999998
NCAA Football 13,2012,Action,Electronic Arts,1.8399999999999999,0.0,0.0,0.14,1.98
NCAA Football 14,2013,Sports,Electronic Arts,1.76,0.0,0.0,0.16999999999999998,1.9300000000000002
NCAA Football 2002,2001,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57
NCAA Football 2003,2002,Sports,Electronic Arts,1.71,0.23,0.0,0.22,2.17
NCAA Football 2004,2003,Sports,Electronic Arts,1.87,0.13999999999999999,0.0,0.25,2.25
NCAA Football 2005,2004,Sports,Electronic Arts,2.12,0.15,0.0,0.26,2.52
NCAA March Madness 06,2005,Sports,Electronic Arts,0.6,0.06,0.0,0.08,0.73
NCAA March Madness 07,2007,Sports,Electronic Arts,0.47000000000000003,0.22,0.0,0.09000000000000001,0.77
NCAA March Madness 08,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09
NCAA March Madness 2003,2002,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
NCAA March Madness 2004,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03
NCAA March Madness 2005,2004,Sports,Electronic Arts,0.65,0.08,0.0,0.08,0.81
NCIS,2011,Adventure,Ubisoft,0.17,0.06,0.0,0.03,0.26
NERF N-Strike,2008,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09
NERF N-Strike Elite,2009,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0
NES Remix,2014,Action,Nintendo,0.17,0.0,0.08,0.02,0.28
NFL 2K1,2000,Sports,Sega,1.02,0.05,0.0,0.02,1.09
NFL 2K2,2001,Sports,Sega,0.44,0.34,0.0,0.11,0.89
NFL 2K3,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32
NFL 2K3,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22
NFL Blitz 20-02,2002,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28
NFL Blitz 20-03,2002,Sports,Midway Games,0.32,0.2,0.0,0.06999999999999999,0.5800000000000001
NFL Blitz Pro,2003,Sports,Midway Games,0.15,0.09999999999999999,0.0,0.03,0.28
NFL Fever 2002,2000,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99
NFL Fever 2003,2002,Sports,Microsoft Game Studios,0.46,0.13,0.0,0.02,0.61
NFL Fever 2004,2003,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32
NFL GameDay 2002,2001,Sports,Sony Computer Entertainment,0.42000000000000004,0.3,0.0,0.08,0.78
NFL GameDay 2004,2003,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
NFL Head Coach,2006,Sports,Electronic Arts,0.47,0.04,0.0,0.06,0.5700000000000001
NFL Head Coach 09,2008,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.25
NFL Quarterback Club 2002,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22
NFL Street,2004,Sports,Electronic Arts,1.91,0.30000000000000004,0.0,0.22,2.4299999999999997
NFL Street 2,2004,Sports,Electronic Arts,1.15,0.73,0.0,0.22999999999999998,2.09
NFL Street 2 Unleashed,2005,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37
NFL Tour,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1
NHL 06,2005,Sports,Electronic Arts,0.73,0.09000000000000001,0.0,0.09,0.9099999999999999
NHL 07,2006,Sports,Electronic Arts,0.82,0.05,0.0,0.11000000000000001,0.98
NHL 08,2007,Action,Electronic Arts,0.38,0.06999999999999999,0.0,0.05,0.5
NHL 09,2008,Sports,Electronic Arts,0.74,0.05,0.0,0.07,0.85
NHL 10,2009,Sports,Electronic Arts,0.89,0.22,0.0,0.13,1.23
NHL 11,2010,Sports,Electronic Arts,1.01,0.19,0.0,0.12000000000000001,1.3199999999999998
NHL 12,2011,Sports,Electronic Arts,0.91,0.25,0.0,0.12000000000000001,1.2799999999999998
NHL 13,2012,Sports,Electronic Arts,0.8400000000000001,0.31,0.0,0.14,1.3
NHL 14,2013,Sports,Electronic Arts,0.68,0.26,0.0,0.14,1.08
NHL 15,2014,Sports,Electronic Arts,0.62,0.25,0.0,0.14,1.01
NHL 16,2015,Sports,Electronic Arts,0.74,0.21000000000000002,0.0,0.16,1.1099999999999999
NHL 17,2016,Sports,Electronic Arts,0.39,0.09,0.0,0.09,0.5700000000000001
NHL 2001,2000,Sports,Electronic Arts,0.82,0.61,0.0,0.16,1.5899999999999999
NHL 2002,2001,Sports,Electronic Arts,0.79,0.52,0.0,0.16,1.47
NHL 2003,2002,Sports,Electronic Arts,0.71,0.43,0.0,0.13,1.27
NHL 2004,2003,Sports,Electronic Arts,0.6799999999999999,0.43,0.0,0.13,1.25
NHL 2005,2004,Sports,Electronic Arts,0.39,0.21000000000000002,0.0,0.06999999999999999,0.68
NHL 2K10,2009,Sports,Take-Two Interactive,0.56,0.04,0.0,0.05,0.6499999999999999
NHL 2K11,2010,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27
NHL 2K3,2002,Sports,Sega,0.2,0.1,0.0,0.03,0.35
NHL 2K6,2005,Sports,Take-Two Interactive,0.45999999999999996,0.21000000000000002,0.0,0.07,0.73
NHL 2K7,2006,Sports,Take-Two Interactive,0.18,0.0,0.0,0.02,0.2
NHL 2K8,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
NHL 2K9,2008,Sports,Take-Two Interactive,0.21,0.01,0.0,0.01,0.23
NHL FaceOff 2001,2001,Sports,Sony Computer Entertainment,0.1,0.07,0.0,0.02,0.2
NHL Hitz 20-02,2001,Sports,Midway Games,0.64,0.32,0.0,0.09000000000000001,1.04
NHL Hitz 20-03,2002,Sports,Midway Games,0.28,0.15,0.0,0.04,0.47000000000000003
NHL Hitz Pro,2003,Sports,Midway Games,0.14,0.08,0.0,0.02,0.26
NHL Rivals 2004,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.25,0.01,0.0,0.02,0.28
Nacho Libre,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
Namco Museum,2001,Misc,Namco Bandai Games,4.73,1.1800000000000002,0.05,0.09000000000000001,6.0600000000000005
Namco Museum Battle Collection,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08
Namco Museum DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29
Namco Museum Remix,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74
Nancy Drew: The Mystery of the Clue Bender Society,2008,Adventure,Codemasters,0.24,0.0,0.0,0.02,0.26
Nano Assault,2011,Shooter,Majesco Entertainment,0.08,0.0,0.0,0.01,0.08
NanoBreaker,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
Nanostray,2005,Shooter,Majesco Entertainment,0.05,0.0,0.0,0.0,0.06
Nanostray 2,2008,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.05
Napoleon Dynamite: The Game,2007,Puzzle,Crave Entertainment,0.05,0.0,0.0,0.0,0.07
Napoleon: Total War,2010,Strategy,Sega,0.02,0.53,0.0,0.12,0.66
Naruto Shippuden: Clash of Ninja Revolution 3,2009,Fighting,Nintendo,0.44,0.03,0.0,0.04,0.51
Naruto Shippuden: Dragon Blade Chronicles,2009,Action,505 Games,0.11,0.01,0.05,0.01,0.18
Naruto Shippuden: Kizuna Drive,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.01,0.13
Naruto Shippuden: Legends: Akatsuki Rising,2009,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15
Naruto Shippuden: Ninja Destiny 2,2008,Fighting,Takara Tomy,0.19,0.02,0.13,0.02,0.37
Naruto Shippuden: Ultimate Ninja Heroes 3,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38
Naruto Shippuden: Ultimate Ninja Impact,2011,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34
Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,0.85,0.73,0.16,0.25,1.99
Naruto Shippuden: Ultimate Ninja Storm 3,2013,Fighting,Namco Bandai Games,0.61,0.48,0.16,0.2,1.44
Naruto Shippuden: Ultimate Ninja Storm 4,2016,Fighting,Namco Bandai Games,0.62,0.52,0.11,0.2,1.44
Naruto Shippuden: Ultimate Ninja Storm Generations,2012,Fighting,Namco Bandai Games,0.53,0.38,0.15000000000000002,0.12,1.17
Naruto Shippuden: Ultimate Ninja Storm Revolution,2014,Fighting,Namco Bandai Games,0.29000000000000004,0.2,0.09,0.08,0.65
Naruto: Clash of Ninja,2003,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68
Naruto: Clash of Ninja 2,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04
Naruto: Clash of Ninja Revolution,2007,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01
Naruto: Clash of Ninja Revolution 2,2008,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.38
Naruto: Ninja Council,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22
Naruto: Ninja Council 3,2006,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42
Naruto: Ninja Destiny,2006,Fighting,Namco Bandai Games,0.02,0.01,0.16,0.0,0.19
Naruto: Path of the Ninja,2007,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4
Naruto: Path of the Ninja 2,2006,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23
Naruto: Powerful Shippuden,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15
Naruto: Rise of a Ninja,2007,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33
Naruto: The Broken Bond,2008,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59
Naruto: Ultimate Ninja,2003,Fighting,Atari,0.5,0.02,0.0,0.08,0.61
Naruto: Ultimate Ninja 2,2004,Fighting,Namco Bandai Games,0.47,0.02,0.0,0.08,0.57
Naruto: Ultimate Ninja 3,2005,Fighting,Atari,0.36,0.01,0.0,0.06,0.44
Naruto: Ultimate Ninja Heroes,2006,Fighting,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,2006,Fighting,Atari,0.14,0.0,0.0,0.01,0.16
Naruto: Ultimate Ninja Storm,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07
Naruto: Uzumaki Chronicles 2,2006,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58
Natural Doctrine,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.05,0.02,0.17
Naughty Bear,2010,Action,505 Games,0.39,0.32999999999999996,0.0,0.11000000000000001,0.8300000000000001
Naval Assault: The Killing Tide,2010,Simulation,505 Games,0.08,0.07,0.0,0.02,0.17
Naval Ops: Warship Gunner,2003,Simulation,Tecmo Koei,0.05,0.04,0.0,0.01,0.11
Need For Speed: High Stakes,1999,Racing,Electronic Arts,1.58,0.64,0.0,0.09,2.31
Need For Speed: Undercover,2008,Racing,Electronic Arts,2.1,2.42,0.09,0.85,5.4399999999999995
Need for Speed Carbon,2006,Racing,Electronic Arts,3.54,2.11,0.12000000000000001,0.58,6.37
Need for Speed Carbon: Own the City,2006,Racing,Electronic Arts,1.04,0.98,0.0,0.6,2.62
Need for Speed Rivals,2013,Racing,Electronic Arts,1.93,2.32,0.09,0.65,4.98
Need for Speed Underground,2003,Racing,Electronic Arts,5.26,3.98,0.09,1.1400000000000001,10.46
Need for Speed Underground 2,2004,Racing,Electronic Arts,4.3999999999999995,4.0,0.08,1.2100000000000002,9.68
Need for Speed Underground 2,2005,Racing,Electronic Arts,0.11,0.02,0.0,0.01,0.13
Need for Speed Underground Rivals,2005,Racing,Electronic Arts,0.69,0.37,0.02,0.24,1.32
Need for Speed: Hot Pursuit,2010,Racing,Electronic Arts,2.37,2.62,0.03,0.78,5.81
Need for Speed: Hot Pursuit 2,2002,Racing,Electronic Arts,3.04,0.51,0.02,0.13999999999999999,3.73
Need for Speed: Most Wanted,2005,Racing,Electronic Arts,4.25,2.73,0.1,0.7,7.78
Need for Speed: Most Wanted,2012,Racing,Electronic Arts,0.62,0.8400000000000001,0.01,0.16999999999999998,1.6400000000000001
Need for Speed: Most Wanted 5-1-0,2005,Racing,Electronic Arts,1.77,0.12,0.02,0.17,2.07
Need for Speed: Nitro,2009,Racing,Electronic Arts,0.66,0.43,0.0,0.12,1.21
Need for Speed: Porsche Unleashed,1999,Racing,Electronic Arts,0.43,0.29,0.0,0.05,0.77
Need for Speed: Porsche Unleashed,2004,Racing,Zoo Digital Publishing,0.35,0.13,0.0,0.01,0.48
Need for Speed: ProStreet,2007,Racing,Electronic Arts,3.1,2.2,0.09,2.3899999999999997,7.76
Need for Speed: ProStreet,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.19,0.77
Need for Speed: Shift,2009,Racing,Electronic Arts,1.5799999999999998,2.78,0.06,0.96,5.359999999999999
Need for Speed: The Run,2011,Action,Electronic Arts,1.5,2.03,0.04,0.63,4.1899999999999995
Neo Contra,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21
NeoGeo Battle Coliseum,2005,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33
Neopets Petpet Adventures: The Wand of Wishing,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
Neopets: The Darkest Faerie,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3
Nervous Brickdown,2007,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
NeverDead,2012,Shooter,Konami Digital Entertainment,0.12,0.07,0.01,0.03,0.22
Neverland Card Battles,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
Neverwinter Nights,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03
Neverwinter Nights 2,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
Neverwinter Nights 2: Mask of the Betrayer,2007,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01
New Super Luigi U,2013,Platform,Nintendo,1.25,0.62,0.18,0.18,2.24
New Super Mario Bros.,2006,Platform,Nintendo,11.28,9.14,6.5,2.88,29.8
New Super Mario Bros. 2,2012,Platform,Nintendo,3.66,3.14,2.47,0.63,9.9
New Super Mario Bros. U,2012,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22
New Super Mario Bros. Wii,2009,Platform,Nintendo,14.44,6.94,4.7,2.24,28.32
Ni no Kuni: Wrath of the White Witch,2011,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51
NiGHTS: Journey of Dreams,2007,Platform,Sega,0.32,0.02,0.04,0.03,0.41
Nickelodeon Party Blast,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22
Nicktoons: Attack of the Toybots,2007,Platform,THQ,0.4,0.0,0.0,0.03,0.43
NieR,2010,Role-Playing,Square Enix,0.30000000000000004,0.28,0.24000000000000002,0.09000000000000001,0.8999999999999999
Night at the Museum: Battle of the Smithsonian,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11
NightCaster,2002,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
NightCaster II: Equinox,2002,Action,Jaleco,0.03,0.01,0.0,0.0,0.05
Nights of Azure,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
Nightshade,2003,Action,Sega,0.06,0.04,0.0,0.01,0.12
Ninja Assault,2002,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11
Ninja Blade,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33
Ninja Gaiden,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
Ninja Gaiden 3,2012,Action,Tecmo Koei,0.35,0.14,0.14,0.07,0.6799999999999999
Ninja Gaiden Black,2005,Action,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.09
Ninja Gaiden II,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
Ninja Gaiden Sigma,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14
Ninja Gaiden Sigma 2,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85
Ninja Gaiden: Dragon Sword,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21
Ninja Reflex,2008,Action,Electronic Arts,0.11,0.0,0.0,0.01,0.12
Ninjabread Man,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08
Ninjatown,2008,Strategy,SouthPeak Games,0.12,0.0,0.0,0.01,0.13
Nintendo Land,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42
Nitrobike,2008,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.13
Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04
No Man's Sky,2016,Action,Hello Games,0.63,0.76,0.03,0.27,1.7
No More Heroes,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55
No More Heroes 2: Desperate Struggle,2010,Action,Rising Star Games,0.2,0.11,0.04,0.03,0.39
No More Heroes: Heroes' Paradise,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19
Nobunaga's Ambition: Iron Triangle,2006,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.09
